"condition","Time","Sample","Value"
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R15_R1",1.05
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R16_R1",0.97
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R17_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R18_R1",0.58
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R19_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R20_R1",1.24
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R21_R1",1.18
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R22_R1",0.97
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R23_R1",1.68
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R24_R1",3.33
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R25_R1",2.88
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R26_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R27_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R28_R1",2.7
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R29_R1",0.95
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R30_R1",3.57
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R31_R1",0.71
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R32_R1",1.34
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R33_R1",1.4
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R34_R1",0.75
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R35_R1",5.16
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R36_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R37_R1",3.33
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R38_R1",0.79
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R39_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R40_R1",3.31
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R41_R1",4.75
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R42_R1",3.08
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R43_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R44_R1",3.87
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R45_R1",1.01
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R46_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R47_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R48_R1",3.55
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R49_R1",3.51
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R50_R1",3.42
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R51_R1",3.52
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R52_R1",0.64
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R53_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R54_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R55_R1",3.78
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R56_R1",1.65
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R57_R1",1.02
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R58_R1",4.3
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R59_R1",1.11
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R60_R1",0.82
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R61_R1",0.76
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R62_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R63_R1",1.6
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R64_R1",0.87
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R65_R1",2.06
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R66_R1",1.46
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R67_R1",1.19
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R68_R1",1.15
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R69_R1",0.77
"2018-10-30_PC3+ORAI1mCh-TG",1525.73,"R70_R1",2.15
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R2_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R3_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R4_R1",0.84
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R5_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R6_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R7_R1",0.63
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R8_R1",0.66
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R9_R1",0.53
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R10_R1",0.58
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R11_R1",1.63
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R12_R1",0.61
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R13_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R14_R1",1.72
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R15_R1",1.1
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R16_R1",0.99
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R17_R1",0.84
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R18_R1",0.64
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R19_R1",0.61
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R20_R1",1.32
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R21_R1",1.28
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R22_R1",1.01
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R23_R1",1.77
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R24_R1",3.54
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R25_R1",3.04
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R26_R1",0.66
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R27_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R28_R1",2.83
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R29_R1",1.1
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R30_R1",3.84
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R31_R1",0.76
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R32_R1",1.41
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R33_R1",1.45
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R34_R1",0.81
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R35_R1",5.49
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R36_R1",0.88
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R37_R1",3.42
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R38_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R39_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R40_R1",3.41
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R41_R1",5.22
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R42_R1",3.34
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R43_R1",0.73
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R44_R1",4.04
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R45_R1",1.08
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R46_R1",0.74
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R47_R1",0.71
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R48_R1",3.75
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R49_R1",3.67
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R50_R1",3.63
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R51_R1",3.63
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R52_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R53_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R54_R1",0.92
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R55_R1",3.95
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R56_R1",1.74
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R57_R1",1.08
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R58_R1",4.58
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R59_R1",1.15
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R60_R1",0.87
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R61_R1",0.82
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R62_R1",0.72
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R63_R1",1.68
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R64_R1",0.93
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R65_R1",2.15
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R66_R1",1.56
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R67_R1",1.26
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R68_R1",1.19
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R69_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1530.73,"R70_R1",2.28
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R2_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R3_R1",0.65
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R4_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R5_R1",0.75
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R6_R1",0.62
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R7_R1",0.58
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R8_R1",0.63
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R9_R1",0.49
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R10_R1",0.55
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R11_R1",1.55
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R12_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R13_R1",0.55
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R14_R1",1.65
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R15_R1",1.06
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R16_R1",0.97
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R17_R1",0.81
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R18_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R19_R1",0.57
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R20_R1",1.24
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R21_R1",1.2
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R22_R1",0.97
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R23_R1",1.71
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R24_R1",3.42
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R25_R1",2.94
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R26_R1",0.62
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R27_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R28_R1",2.74
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R29_R1",0.99
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R30_R1",3.68
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R31_R1",0.72
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R32_R1",1.35
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R33_R1",1.39
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R34_R1",0.77
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R35_R1",5.29
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R36_R1",0.84
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R37_R1",3.38
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R38_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R39_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R40_R1",3.32
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R41_R1",5.02
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R42_R1",3.13
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R43_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R44_R1",3.95
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R45_R1",1.02
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R46_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R47_R1",0.69
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R48_R1",3.71
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R49_R1",3.55
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R50_R1",3.48
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R51_R1",3.49
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R52_R1",0.65
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R53_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R54_R1",0.87
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R55_R1",3.83
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R56_R1",1.71
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R57_R1",1.05
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R58_R1",4.41
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R59_R1",1.12
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R60_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R61_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R62_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R63_R1",1.63
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R64_R1",0.89
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R65_R1",2.09
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R66_R1",1.49
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R67_R1",1.22
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R68_R1",1.14
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R69_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1535.73,"R70_R1",2.19
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R2_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R3_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R4_R1",0.79
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R5_R1",0.75
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R6_R1",0.62
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R7_R1",0.59
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R8_R1",0.63
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R9_R1",0.5
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R10_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R11_R1",1.49
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R12_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R13_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R14_R1",1.62
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R15_R1",1.06
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R16_R1",0.95
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R17_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R18_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R19_R1",0.58
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R20_R1",1.22
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R21_R1",1.21
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R22_R1",0.97
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R23_R1",1.69
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R24_R1",3.28
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R25_R1",2.88
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R26_R1",0.62
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R27_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R28_R1",2.71
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R29_R1",0.99
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R30_R1",3.6
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R31_R1",0.74
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R32_R1",1.33
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R33_R1",1.37
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R34_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R35_R1",5.1
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R36_R1",0.85
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R37_R1",3.34
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R38_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R39_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R40_R1",3.24
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R41_R1",4.7
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R42_R1",2.96
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R43_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R44_R1",3.84
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R45_R1",1.01
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R46_R1",0.71
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R47_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R48_R1",3.6
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R49_R1",3.45
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R50_R1",3.37
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R51_R1",3.36
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R52_R1",0.66
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R53_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R54_R1",0.87
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R55_R1",3.75
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R56_R1",1.7
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R57_R1",1.07
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R58_R1",4.32
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R59_R1",1.13
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R60_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R61_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R62_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R63_R1",1.62
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R64_R1",0.89
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R65_R1",2.09
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R66_R1",1.5
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R67_R1",1.23
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R68_R1",1.15
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R69_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1540.73,"R70_R1",2.18
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R2_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R3_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R4_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R5_R1",0.76
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R6_R1",0.63
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R7_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R8_R1",0.64
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R9_R1",0.5
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R10_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R11_R1",1.53
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R12_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R13_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R14_R1",1.62
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R15_R1",1.06
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R16_R1",0.95
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R17_R1",0.81
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R18_R1",0.61
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R19_R1",0.57
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R20_R1",1.25
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R21_R1",1.19
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R22_R1",0.96
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R23_R1",1.69
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R24_R1",3.27
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R25_R1",2.89
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R26_R1",0.62
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R27_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R28_R1",2.73
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R29_R1",0.98
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R30_R1",3.62
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R31_R1",0.74
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R32_R1",1.31
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R33_R1",1.37
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R34_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R35_R1",5.16
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R36_R1",0.84
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R37_R1",3.37
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R38_R1",0.81
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R39_R1",0.8
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R40_R1",3.29
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R41_R1",4.81
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R42_R1",2.98
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R43_R1",0.71
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R44_R1",3.97
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R45_R1",1.04
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R46_R1",0.71
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R47_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R48_R1",3.69
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R49_R1",3.55
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R50_R1",3.5
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R51_R1",3.41
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R52_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R53_R1",0.68
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R54_R1",0.88
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R55_R1",3.8
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R56_R1",1.71
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R57_R1",1.05
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R58_R1",4.46
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R59_R1",1.13
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R60_R1",0.83
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R61_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R62_R1",0.7
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R63_R1",1.62
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R64_R1",0.91
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R65_R1",2.08
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R66_R1",1.48
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R67_R1",1.21
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R68_R1",1.15
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R69_R1",0.78
"2018-10-30_PC3+ORAI1mCh-TG",1545.73,"R70_R1",2.18
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R2_R1",0.67
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R3_R1",0.66
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R4_R1",0.79
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R5_R1",0.76
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R6_R1",0.63
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R7_R1",0.59
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R8_R1",0.63
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R9_R1",0.49
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R10_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R11_R1",1.5
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R12_R1",0.6
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R13_R1",0.56
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R14_R1",1.61
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R15_R1",1.06
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R16_R1",0.94
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R17_R1",0.82
"2018-10-30_PC3+ORAI1mCh-TG",1550.73,"R18_R1",0.61
